"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Daniel Bellinger (NYG)","3","3","19","6.3","11","0","0","0","0","0","0","1","1.9","1.9","0.8%"
"23","Shane Zylstra (DET)","2","2","18","9.0","14","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"24","Mark Andrews (BAL)","2","6","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","57.4%"
"25","Connor Heyward (PIT)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.5%"
"26","Cameron Brate (FA)","2","4","12","6.0","8","0","0","0","0","0","0","1","1.2","1.2","2.0%"
"27","Tyler Higbee (LAR)","2","3","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","44.3%"
"28","Ko Kieft (TB)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"29","Ian Thomas (CAR)","2","2","11","5.5","8","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"30","Eric Tomlinson (FA)","2","3","11","5.5","7","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"31","Mitchell Wilcox (CIN)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"32","Colby Parkinson (SEA)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"33","Nick Vannett (LAC)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"34","Stone Smartt (LAC)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"35","Brycen Hopkins (LAR)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"36","Harrison Bryant (CLE)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"37","C.J. Uzomah (NYJ)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"38","Stephen Anderson (LAC)","2","2","7","3.5","6","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"39","Dan Arnold (FA)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"40","Tre' McKitty (BUF)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"41","Jordan Akins (CLE)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"42","Eric Saubert (HOU)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"43","Foster Moreau (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"44","Zach Gentry (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"45","Kevin Rader (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Stephen Sullivan (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"47","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"48","Chris Myarick (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Tommy Tremble (CAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"50","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Brock Wright (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"52","Jonnu Smith (ATL)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","18.3%"
"53","Mike Gesicki (NE)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"54","Noah Fant (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"55","Tyler Kroft (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Geoff Swaim (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
