"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"67","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Mike Gesicki (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"69","Eric Saubert (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Dan Arnold (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Nick Vannett (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"73","Nick Boyle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Chris Manhertz (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jake Ferguson (DAL)","2","2","-1","-0.5","4","0","0","0","0","0","0","1","-0.1","-0.1","87.0%"
"76","Mo Alie-Cox (IND)","1","1","6","6.0","6","0","0","0","0","0","1","1","-1.4","-1.4","0.1%"
""
""
