"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"30","Eric Saubert (HOU)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"31","Logan Thomas (WAS)","2","4","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","53.5%"
"32","Zach Ertz (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","14.2%"
"33","Greg Dulcich (DEN)","1","4","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","5.8%"
"34","Jack Stoll (PHI)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.2%"
"35","Brycen Hopkins (LAR)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"36","Connor Heyward (PIT)","2","2","9","4.5","8","0","0","0","0","0","0","1","0.9","0.9","0.5%"
"37","Dan Arnold (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"38","Robert Tonyan (CHI)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"39","Cameron Brate (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","2.0%"
"40","Colby Parkinson (SEA)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"41","Trey McBride (ARI)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","80.4%"
"42","MyCole Pruitt (ATL)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"43","Richard Rodgers (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"44","James Mitchell (DET)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"45","Giovanni Ricci (CAR)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"46","Taysom Hill (NO)","0","0","0","0","0","0","0","3","1","0","0","1","0.1","0.1","77.0%"
"47","Sean McKeon (DAL)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"48","Trevon Wesco (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Zach Gentry (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"50","Kevin Rader (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Lawrence Cager (NYG)","2","2","9","4.5","9","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"53","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Chris Myarick (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Jared Pinkney (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Tommy Tremble (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"58","Peyton Hendershot (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"59","Shane Zylstra (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Durham Smythe (MIA)","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.5%"
"61","Ryan Griffin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","O.J. Howard (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Stephen Anderson (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Eric Tomlinson (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"68","Geoff Swaim (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Marcedes Lewis (CHI)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
"70","Jody Fortson (KC)","1","1","6","6.0","6","0","0","0","0","0","1","1","-1.4","-1.4","0.0%"
""
""
